"Response","tweets"
"positive","apple starts manufacturing assembly of iphone 7 in bengaluru  it creats more scope for electronics and related indu  https   t co 7nshpo7mma"
"neutral","today get 25  off everything on https   t co ioblcfivjh  except furn  yoga mats fanny packs     silver brocade on p  https   t co zuoth83u8l"
"positive","amazon music unlimited  promozione per tre mesi gratis  https   t co puhhv2hkwy  apple  ios  iphone"
"neutral","i m in looove https   t co 94vobkksmu  for customs dm  eviedoll0417       iphone  android  wallpapers https   t co p8wf8oojfk"
"positive","rt  chrisdof  missing steve jobs   beautiful morning       stevejobs  apple  imac  iphone  iwatch   greater accra region https   t co pukh6 "
"positive"," iphone  app  lottory  money i analized the past megamillions numbers  i found rule of the figures  check on iphone  https   t co zesht49xi7"
"positive","who likes it  wow    laptops  ongadgetshop  hack  screen  iphone https   t co bpiabx1gm8"
"positive","it s been a decade and here is my collection  the evolution of the iphone   iphone4s  iphone6s  iphone7plus  https   t co yn5sestttn"
"neutral","downgraded to the spare iphone 5s due to the xs max being sent back for repairs   iphone5s  iphone  traffic  https   t co euz2bqtjvg"
"positive","look up                           newyork  newjersey  brooklyn  nyc  ny  apple  travel  amazing  iphone  https   t co hc2ekeqfpo"
"positive","super fun  osnap  cutpaper  animation from mailemccarthy  nice work     stopmotion  stopmotionanimation  timelapse  https   t co 8ehtc9xlvv"
"neutral","butterflies at the museum          butterflies  butterfly  naturephotography  nature  naturelovers  https   t co rshcst9qds"
"negative","why do the order of these seem to randomly change   iphone https   t co rwaizjh7gp"
"positive","check out tweet garage  a handy app that tweets for you while you sleep or do something else  save up to 25 tweets   https   t co yjtckttlq3"
"negative","rt  tech lte  lawsuit claims amit singhal  a former google and uber exec  was offered a  45m exit package after resigning from google follo "
"neutral"," patrickallies but not on will s htc  maybe an  iphone thing "
"positive","   online games       e onlinegames  com       play number of free  online  games    action   sports   puzzle    https   t co bynges41jg"
"negative","crazy discount from amrit mobiles  amp  electronics     17000   flat discount on iphone xr in addition 10  cash back on  https   t co q9ze9ykkdt"
"positive"," right to repair  it s your  iphone  why can t you  fix it yourself  https   t co 299w1yfbmu"
"positive","women s formal trousers   van heusen woman womens drop crotch pants this smart trouser by van heusen women  is perf  https   t co 80ccc9eptz"
"positive","great new quadratic calc app https   t co l6xgk2ed4y  math  techtalk  iphone  ipad  mathchat  teachers  tech  https   t co ww4kscnfn3"
"negative","rt  lookwherewelive   medsminders  meds reminder won t let you miss taking your meds with alarms even personal voice recordings for  iphone "
"positive","just got my first  iphone and i now understand why i always went  android"
"positive","no need for a tripod   carry the ucast and mount to everything around you   learn more  amp  order yours at    https   t co 97xvizuwpr"
"positive","we rejoined team iphone   but cuz my guy friends are tech nerds   i ll be upgrading again to a better and great price  iphone"
"positive","f5 networks  which makes cloud and security application services  to acquire rival nginx  which powers some of the  https   t co gru9ue3qka"
"negative","looking for  ios developer    experience  6 months to 1 year no  of vacancy  1  salary  10k   20k  applynow    resu  https   t co 5lhu9depba"
"negative","wild horses   picadillycircus  london  iphonography  iphone  horses  statue  fountain  blackandwhitephotography  https   t co idfcp9w9pz"
"positive","excited to share the latest addition to my  etsy shop  skull jaw phone and tablet stand   many colors available  https   t co wzu7zbijsy"
"negative","charging my laptop  watch  phone and shoes     who would have thought that i ll be charging my shoes             https   t co noegkqfsea"
"neutral","can someone tell me why my  iphone hisses at me when i want to take a pic"
"neutral","setting up  email account on your  iphone  check our tutorial https   t co vxjsnqeshy  apple  ios  howto"
"positive","rt  jazzy4tech    oneplus7 may come in gradient colors with popup selfie camera       technology  tech  innovation  business  iphone  engin "
"positive","rt  appleinsider  a newly published survey of 8 600 u s  teens found that a higher number than ever  86 percent  are hoping to make  apple  "
"positive","rt  gamestarfantasy  star fantasy is a combat racing action packed space shooter  16 ships  12 pilots  6 talent trees and daily bosses prov "
"positive","our  giveaway is here   to celebrate the launch of our online store  we are giving away  apple  iphone xs 64gb of v  https   t co fop0vjjfwz"
"positive","love this  osnap from  origiful         stopmotion  stopmotionanimation  timelapse  ios  iphone  lightbox https   t co 9mktn7i5kn"
"positive","the best  iphone apps available right now  april 2019  these 100 best iphone  apps will turn your phone into a jack  https   t co dvvwfvhgur"
"positive","rt  smartywave  smartywave wireless car charger could work as a car phone mount  charging pad or a car wireless charger  just use it the wa "
"positive","your last minute  gudipadwa shopping is incomplete without checking out the awesome offers on your favourite  apple  https   t co r1wlgnyna1"
"neutral"," newarrivals at  foreverandalways in  farmerville  louisiana   phonecases only  10 each      iphone  samsung  https   t co eqoktgg5qm"
"negative","it would be dope if they called the new iphone  iphone steve jobs      apple  appleevent  iphone  timcook  stevejobs"
"positive","yup  i did it  lol bought the new  fortnite  skin  fortniteskin  epicgames  battleroyale  iphonexr  app  iphone  https   t co ewavtrjmks"
"positive","rt  nradioapp  i am listening to  pantera   psycho holiday   i love heavy metal radio        https   t co efzlnor5l7    applemusic      htt "
"positive","more coming soon        black butterfly collection 18   model   lay lay1995  designer  jas thomas photography  jas  https   t co fyddkkw1r7"
"positive","rt  jondcarroll  forgot your  iphone password  here s how to restore access when you re locked out https   t co ma4mbpkke5"
"neutral","rt  elitealbums   evening  mood painting by william adolphe bouguereauc  iphone  case https   t co wkcbnlgm53 https   t co wkcbnlgm53"
"positive","i need a new phone  should i get an iphone 7 or galaxy s8  i have an iphone 6 right now but my battery goes down su  https   t co 9dcufub37w"
"neutral"," jeffreestar  jeffreestar my sister continually draws pictures of you on her  iphone   she uploaded this to  https   t co yjlxihcvbp"
"positive","the calmness of the sea and the parked cruise waiting for the sun to rise  halongbay  vietnam        instadaily  https   t co 8m28gtkyli"
"negative","rt  saappsofficial  buy guess the word get the idioms quiz for  iphone  amp   ipad  itunes  appstoregames https   t co ljt1lyfjof  chupamobile "
"neutral","could you live without your  iphone  how about your tv  kettle  washing machine  mark boyle moved  off the grid  tw  https   t co lb5chln2ho"
"positive","rt  wefix tech  we are here to solve all your it gadget problems at your convenience lets to the hustle for you  thank you  denniswyre for "
"positive","be a master of business game  business  entrepreneur  api  js  css  success  ui  ux  webdesign  webdevepment  https   t co ozesbctjlt"
"positive","curious how  5g will be rolled out here in the uk and how that is going to affect our loyalty to  iphone  south kor  https   t co 3g4dggou2g"
"positive","adding an icon into a folder on  iphone is like a courtship ritual in the wild   you are constantly jiggling and da  https   t co 7ik9m3xaeu"
"positive","   nowplaying sheila on 7   kita from  tobiasvariano s  iphone by briptu rn ldd   music  polisi  cop  police https   t co 8ung1ux5bu  lagu"
"neutral"," what does  refurbished  mean   https   t co 7vh1kthdrn  iphone  refurbished  ios https   t co eqtuctxjoh"
"neutral","iphone models in 5 42 inch  6 06 inch  6 67 inch sizes about to announce in 2020   news https   t co m9ztbvkih9  https   t co wvczy8cmom"
"positive"," bible verse found with identity in christ daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co cptoewb2p8"
"positive","the startup that secretly runs the internet just got acquired by one of its biggest rivals for  670 million  matt w  https   t co kph6suhwvg"
"positive","rt  radim kacer  purple style for  purple lovers   original  hdwallpaper for  phone  free download and edit https   t co gwwrxevi66    scre "
"positive","rt  danayter  i ve been working with  louisvuittoncityguides to update their  taipei guide  fact checking  editing  writing new entries  on "
"neutral","the ipad app  towhee   wifi scalp camera  anyty    airmicro    proscope mobile  can be used  https   t co xor9ysznzp  ipad  iphone"
"negative","being chauffeured in a  rollsroyce with an outdated  iphone is how the lady s of  sellingsunset roll   confused   a  https   t co r95atzosrh"
"neutral"," 3in1 dock for  iphone  applewatch  airpods    smartalecases https   t co whdd0ajfwv"
"positive","https   t co kfhotzlkmr   iphone xe to be manufactured in india   apple can survive if priced similar to mid range  https   t co hot0qyr3nf"
"neutral","college students allegedly scammed apple out of nearly  1m in iphone replacements https   t co cncpcxd6bk  https   t co j83zerrzgg"
"positive","rt  appleinsider  we ve rounded up the best  iphone  deals  here s where to snap up the steepest discounts  https   t co 6c9qsnmprk https   "
"positive","i m moving forward can t nobody stop me  5        gee5ive  nowornever  gwagon  mercedes  hiphop  photography  https   t co pxaenaqz9v"
"positive","the switch is getting its first controller that supports in game chat   https   t co iub68embf7  martin robinson  https   t co kh4pmfeyuq"
"positive","whatsapp business now on ios  has an active user base of more than five million people  iphone  whatsappbusiness  https   t co obfraj0cvy"
"positive","just learned we are in 2019 and apple is still shipping iphones with 5v chargers    wow      apple  iphone  samsung  airpower"
"positive"," new ultra soft liquid silicone iphone cases 10  off https   t co smcjiix60u shockproof rubber case with ring holde  https   t co 27mt5625ci"
"positive"," applemusic attention everyone  it s so nice to know that you always have your music with you no matter what  the f  https   t co vkqbrdnaep"
"positive"," mcdonalds why have scanners at the registers if they can t read gift cards  sucks to order  pull out the gift card  https   t co kknizlxjul"
"neutral","whatsapp business app for iphone begins rolling out worldwide https   t co prguesgxk5  whatsapp  whatsappbusiness  https   t co 9lzbqserqu"
"positive","apple leak suggests the new iphone se2 is going to release in 2020  iphone  apple  iphonese2 https   t co ohyt5lxir1"
"negative","oregon college students busted for making  900 000 in fraudulent apple  iphone returns  feds say https   t co pxuqody6sc"
"positive","buy  mini wireless portable  led bluetooth  speaker for  iphone ipod and  android system equipment only at  9 99  https   t co d1o9qhj3uz"
